,Text,target,charcaters_count,words_count,sentence_count
3134,K..k...from tomorrow onwards started ah?,ham,40,10,1
3135,What u talking bout early morning? It's almost noon where your at!,ham,66,15,2
3136,Fine. Do you remember me.,ham,25,7,2
3137,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",spam,147,32,2
3138,Ok. How many should i buy.,ham,26,7,1
3139,"Sounds good, keep me posted",ham,27,6,1
3140,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,spam,121,28,3
3141,Ok. So april. Cant wait,ham,23,7,3
3142,Boy you best get yo ass out here quick,ham,38,9,1
3143,Ay wana meet on sat?Ì_ wkg on sat?,ham,34,11,1
3144,I'm now but have to wait till 2 for the bus to pick me.,ham,55,16,1
3145,Apart from the one i told you about yesterday?,ham,46,10,1
3146,Ok lor... But buy wat?,ham,22,7,2
3147,Somebody should go to andros and steal ice,ham,42,8,1
3148,Don know. I did't msg him recently.,ham,35,9,2
3149,Take us out shopping and Mark will distract Isaiah.=D,ham,53,9,1
3150,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",ham,112,27,4
3151,There is no sense in my foot and penis.,ham,39,10,1
3152,Okay but i thought you were the expert,ham,38,8,1
3153,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,ham,129,36,3
3154,S.s:)i thinl role is like sachin.just standing. Others have to hit.,ham,67,16,2
3155,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,ham,147,32,4
3156,"And very importantly, all we discuss is between u and i only.",ham,61,14,1
3157,K..k:)how about your training process?,ham,38,11,1
3158,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ham,82,24,2
3159,In da car park ,ham,15,4,1
3160,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,ham,153,37,5
3161,So i asked how's anthony. Dad. And your bf,ham,42,12,3
3162,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",ham,155,40,4
3164,Am going to take bath ill place the key in window:-),ham,52,14,1
3165,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,spam,140,32,2
3166,"Dear, take care. I am just reaching home.love u a lot.",ham,54,14,2
3167,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,ham,49,1,1
3168,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,ham,67,14,2
3169,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,ham,139,29,2
3170,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,ham,110,27,3
3171,"Yo, you at jp and hungry like a mofo?",ham,37,11,1
3172,This is all just creepy and crazy to me.,ham,40,10,1
3173,Ok... I din get ur msg...,ham,25,8,2
3175,Pathaya enketa maraikara pa',ham,28,5,1
3176,Even if he my friend he is a priest call him now,ham,48,12,1
3177,"U so lousy, run already come back then half dead... Hee...",ham,58,14,1
3178,That's y i said it's bad dat all e gals know u... Wat u doing now?,ham,66,20,1
3179,Or remind me in a few hrs.,ham,26,8,1
3180,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",ham,297,76,6
3181,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,ham,148,33,4
3182,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,ham,149,39,6
3183,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,ham,154,41,3
3184,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,spam,112,22,4
3185,Short But Cute : \ Be a good person ,ham,36,9,1
3186,Just haven't decided where yet eh ?,ham,35,8,1
3187,"Wat time liao, where still got.",ham,31,8,1
3188,Yes watching footie but worried we're going to blow it - Phil Neville?,ham,70,15,1
3189,I wait 4 Ì_ inside da car park...,ham,33,9,1
3190,Uncle Abbey! Happy New Year. Abiola,ham,35,8,3
3191,Now am free call me pa.,ham,23,7,1
3192,R u saying i should re order the slippers cos i had to pay for returning it.,ham,76,18,1
3193,Stop knowing me so well!,ham,24,6,1
3194,Good evening! this is roger. How are you?,ham,41,11,3
3195,Small problem in auction:)punj now asking tiwary,ham,48,10,1
3197,He telling not to tell any one. If so treat for me hi hi hi,ham,59,16,2
3199,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,spam,139,32,4
3200,U coming 2 pick me?,ham,19,6,1
3201,Thats cool. i liked your photos. You are very sexy!,ham,51,13,3
3202,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,ham,122,26,2
3203,"Haha better late than ever, any way I could swing by?",ham,53,13,1
3204,Ok. But i finish at 6.,ham,22,8,2
3205,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",spam,156,37,4
3206,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,ham,155,39,4
3207,So no messages. Had food?,ham,25,7,2
3208,Ok going to sleep. Hope i can meet her.,ham,39,11,2
3210,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,ham,104,24,2
3211,You're right I have now that I think about it,ham,45,11,1
3212,Wat r u doing now?,ham,18,6,1
3213,Is ur lecture over?,ham,19,5,1
3214,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,spam,144,35,3
3215,Customer place i will call you,ham,30,6,1
3216,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,ham,91,20,1
3217,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),ham,156,40,2
3218,"Haha I heard that, text me when you're around",ham,45,11,1
3219,I.ll get there tomorrow and send it to you,ham,42,9,1
3220,\SHIT BABE.. THASA BIT MESSED UP.YEH,ham,36,7,1
3221,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,ham,113,27,3
3222,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",ham,141,29,3
3223,"Sorry,  in meeting I'll call you later",ham,38,9,1
3224,Yo! Howz u? girls never rang after india. L,ham,43,12,4
3225,Yeah but which is worse for i,ham,29,7,1
3227,I tagged MY friends that you seemed to count as YOUR friends.,ham,61,13,1
3230,Long time. You remember me today.,ham,33,8,2
3231,Havent shopping now lor i juz arrive only,ham,41,8,1
3232,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,ham,60,13,2
3233,Are you up for the challenge? I know i am :),ham,44,13,2
3234,How much did ur hdd casing cost.,ham,32,8,1
3235,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,ham,87,20,3
3236,I can't describe how lucky you are that I'm actually awake by noon,ham,66,15,1
3237,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,spam,152,32,3
3239,Cheers for the card ... Is it that time of year already?,ham,56,13,1
3242,Ugh hopefully the asus ppl dont randomly do a reformat.,ham,55,11,1
3243,"Haven't seen my facebook, huh? Lol!",ham,35,10,2
3244,"Mah b, I'll pick it up tomorrow",ham,31,9,1
3245,Still otside le..u come 2morrow maga..,ham,38,9,1
3246,Do u still have plumbers tape and a wrench we could borrow?,ham,59,13,1
3247,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",spam,114,25,2
3248,It vl bcum more difficult..,ham,27,6,1
3250,Havent still waitin as usual... ÌÏ come back sch oredi?,ham,55,12,1
3251,In meeting da. I will call you,ham,30,8,2
3252,K k :-):-) then watch some films.,ham,33,13,1
3253,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,ham,92,22,2
3254,There the size of elephant tablets & u shove um up ur ass!!,ham,59,15,2
3255,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",ham,160,34,2
3256,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,130,32,5
3257,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,ham,112,31,1
3258,Good morning pookie pie! Lol hope I didn't wake u up,ham,52,13,2
3259,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,ham,65,15,1
3260,Happy birthday to you....dear.with lots of love.rakhesh NRI,ham,59,10,1
3262,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam,153,34,4
3263,X2  &lt;#&gt; . Are you going to get that,ham,41,15,2
3264,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,ham,137,30,3
3265,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,spam,148,22,2
3266,Is ur paper today in e morn or aft?,ham,35,10,1
3267,I will lick up every drop :) are you ready to use your mouth as well?,ham,69,18,1
3268,And you! Will expect you whenever you text! Hope all goes well tomo ,ham,68,15,3
3269,Great. P diddy is my neighbor and comes for toothpaste every morning,ham,68,13,2
3270,"I av a new number,  . Wil u only use this one,ta.",ham,49,16,2
3271,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,ham,96,23,3
3272,7 lor... Change 2 suntec... Wat time u coming?,ham,46,12,1
3273,No de.am seeing in online shop so that i asked.,ham,47,11,1
3274,Just curious because my cuz asked what I was up to,ham,50,11,1
3276,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,ham,110,26,1
3277,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,ham,97,22,2
3278,She's good. How are you. Where r u working now,ham,46,13,3
3279,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",ham,90,22,1
3280,At home also.,ham,13,4,1
3281,This phone has the weirdest auto correct.,ham,41,8,1
3282,Oops my phone died and I didn't even know. Yeah I like it better.,ham,65,17,2
3283,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,ham,134,37,3
3284,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham,145,43,3
3285,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",ham,131,33,2
3286,We got a divorce. Lol. She.s here,ham,33,9,3
3287,What's ur pin?,ham,14,5,1
3288,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",ham,105,26,2
3289,I want snow. It's just freezing and windy.,ham,42,11,2
3290,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,spam,159,32,5
3291,Come to mahal bus stop.. &lt;DECIMAL&gt;,ham,40,13,1
3292,Don know:)this week i'm going to tirunelvai da.,ham,47,13,1
3293,Me too baby! I promise to treat you well! I bet you will take good care of me...,ham,80,21,3
3294,Its like that hotel dusk game i think. You solve puzzles in a area thing,ham,72,16,2
3295,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam,157,27,3
3296,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",ham,150,38,3
3297,Well that must be a pain to catch,ham,33,8,1
3298,Sorry da thangam.it's my mistake.,ham,33,7,1
3299,I need... Coz i never go before ,ham,32,8,1
3300,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",ham,281,75,7
3303,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,142,26,2
3304,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",ham,102,22,2
3305,No plm i will come da. On the way.,ham,34,11,2
3306,Guess he wants alone time. We could just show up and watch when they do..,ham,73,17,2
3307,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),ham,149,33,2
3308,Yup Ì_ not comin :-(,ham,20,7,1
3309,"Yes, princess. Toledo.",ham,22,6,2
3310,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",ham,92,23,1
3311,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ham,86,21,3
3312,Good. No swimsuit allowed :),ham,28,7,2
3313,Am okay. Will soon be over. All the best,ham,40,11,3
3314,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,ham,90,17,1
3315,Ok i've sent u da latest version of da project.,ham,47,12,1
3317,Pls accept me for one day. Or am begging you change the number.,ham,63,15,2
3318,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,ham,147,46,5
3319,"Its ok, if anybody asks abt me, u tel them..:-P",ham,47,15,1
3320,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",ham,151,28,1
3321,* You gonna ring this weekend or wot?,ham,37,10,1
3322,Also track down any lighters you can find,ham,41,8,1
3324,"Babe, I need your advice",ham,24,6,1
3325,"IÛ÷ll leave around four, ok?",ham,29,7,1
3326,Come to medical college at 7pm ......forward it da,ham,50,10,1
3327,K:)k..its good:)when are you going?,ham,35,14,1
3328,I can make lasagna for you... vodka...,ham,38,9,1
3329,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,ham,41,11,1
3330,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,ham,118,26,4
3331,"No, but you told me you were going, before you got drunk!",ham,57,15,1
3332,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,ham,115,26,2
3333,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",spam,157,31,5
3334,I'm always looking for an excuse to be in the city.,ham,51,13,1
3335,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,ham,82,20,1
3336,O shore are you takin the bus,ham,29,7,1
3337,So u gonna get deus ex?,ham,23,8,1
3338,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,ham,72,22,2
3339,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",spam,173,33,2
3340,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,ham,72,21,3
3341,Ok then i come n pick u at engin?,ham,33,10,1
3342,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,ham,111,28,2
3343,Raviyog Peripherals bhayandar east,ham,34,4,1
3344,K actually can you guys meet me at the sunoco on howard? It should be right on the way,ham,86,20,2
3346,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",ham,121,26,2
3347,Just finished eating. Got u a plate. NOT leftovers this time.,ham,61,14,3
3348,Thanx a lot...,ham,14,4,1
3349,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,ham,120,32,4
3350,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,ham,78,21,4
3351,Its a great day. Do have yourself a beautiful one.,ham,50,12,2
3352,What happened in interview?,ham,27,5,1
3354,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,ham,79,20,1
3355,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,ham,84,21,1
3356,Hey you around? I've got enough for a half + the ten I owe you,ham,62,17,2
3357,Hey tmr maybe can meet you at yck,ham,33,8,1
3358,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,ham,68,16,1
3359,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,ham,107,32,3
3360,Not to worry. I'm sure you'll get it.,ham,37,12,2
3361,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",ham,132,29,1
3362,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",spam,139,29,4
3363,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,spam,105,19,3
3364,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,ham,69,20,3
3365,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",ham,85,18,1
3366,Dear good morning how you feeling dear,ham,38,7,1
3367,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,ham,114,31,5
3368,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",ham,151,30,3
3369,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,ham,80,22,3
3370,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,ham,80,23,3
3371,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,spam,157,29,2
3372,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,spam,134,29,4
3374,Just do what ever is easier for you,ham,35,8,1
3375,RCT' THNQ Adrian for U text. Rgds Vatian,spam,40,10,2
3376,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,ham,165,35,4
3377,"It'll be tough, but I'll do what I have to",ham,42,13,1
3378,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,ham,153,31,3
3379,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,ham,320,61,2
3380,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,ham,93,25,2
3381,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",ham,148,32,2
3382,But i'm surprised she still can guess right lor...,ham,50,11,1
3383,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,ham,72,19,3
3385,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,ham,158,37,3
3386,I know you are serving. I mean what are you doing now.,ham,54,14,2
3387,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",ham,113,30,2
3388,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,ham,70,19,3
3390,I know girls always safe and selfish know i got it pa. Thank you. good night.,ham,77,19,3
3391,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",ham,72,16,2
3392,I'm freezing and craving ice. Fml,ham,33,8,2
3393,Kay... Since we are out already ,ham,32,7,2
3394,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,ham,91,25,5
3395,Yo im right by yo work,ham,22,6,1
3396,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ham,148,33,2
3398,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,ham,126,29,3
3399,Nope... Juz off from work...,ham,28,7,1
3400,Huh so fast... Dat means u havent finished painting?,ham,52,11,1
3401, what number do u live at? Is it 11?,ham,36,11,2
3402,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",ham,126,28,1
3403,Sac will score big hundred.he is set batsman:-),ham,47,11,1
3404,Send me yetty's number pls.,ham,27,7,1
3405,How much it will cost approx . Per month.,ham,41,10,2
3406,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ham,129,34,6
3407,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",spam,140,28,3
3408,"That's fine, have him give me a call if he knows what he wants or has any questions",ham,83,20,1
3409,"Sorry, got a late start, we're on the way",ham,41,12,1
3410,Then u go back urself lor...,ham,28,7,1
3411,I AM AT THE GAS STATION. GO THERE.,ham,34,10,2
3412,"K, if u bored up just come to my home..",ham,39,12,1
3413,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,ham,54,19,5
3414,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",ham,90,21,1
3415,Still i have not checked it da. . .,ham,35,10,3
3416,You will go to walmart. I.ll stay.,ham,34,9,2
3417,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",ham,91,23,2
3418,Oh great. I.ll disturb him more so that we can talk.,ham,52,13,2
3419,Reverse is cheating. That is not mathematics.,ham,45,9,2
3420,U're welcome... Caught u using broken english again...,ham,54,11,2
3421,No problem baby. Is this is a good time to talk? I called and left a message.,ham,77,20,3
3423,Oh is it! Which brand?,ham,22,7,2
3424,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham,368,79,7
3425,At what time are you coming.,ham,28,7,1
3426,Call him and say you not coming today ok and tell them not to fool me like this ok,ham,82,19,1
3427,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,ham,55,14,1
3428,R u sure they'll understand that! Wine * good idea just had a slurp!,ham,68,17,2
3429,Minimum walk is 3miles a day.,ham,29,7,1
3430,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ham,115,27,3
3431,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",ham,67,16,1
3433,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,78,18,2
3434,Please attend the phone:),ham,25,6,1
3435,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,ham,104,24,3
3436,No messages on her phone. I'm holding it now,ham,44,11,2
3437,Can... I'm free...,ham,18,6,2
3438,"Yo my trip got postponed, you still stocked up?",ham,47,11,1
3440,I am waiting for your call sir.,ham,31,8,1
3441,Hey what are you doing. Y no reply pa..,ham,39,11,2
3442,"Hey elaine, is today's meeting still on?",ham,40,10,1
3443,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,ham,69,17,3
3444,Most of the tiime when i don't let you hug me it's so i don't break into tears.,ham,79,22,1
3445,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,ham,117,29,7
3446,And now electricity just went out fml.,ham,38,8,1
3447,"Looks like you found something to do other than smoke, great job!",ham,65,14,1
3448,Also andros ice etc etc,ham,23,5,1
3449,:) ,ham,3,2,1
3450,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",ham,151,34,5
3451,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,ham,58,16,3
3452,Hows that watch resizing,ham,24,4,1
3453,Dear umma she called me now :-),ham,31,9,1
3454,Just finished. Missing you plenty,ham,33,6,2
3455,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",spam,150,23,3
3456,"Well, I meant as opposed to my drunken night of before",ham,54,12,1
3457,K... Must book a not huh? so going for yoga basic on sunday?,ham,60,16,2
3458,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,spam,160,27,1
3459,Ok can...,ham,9,3,1
3460,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",ham,71,20,3
3461,So u workin overtime nigpun?,ham,28,6,1
3462,Same as kallis dismissial in 2nd test:-).,ham,41,11,1
3463,O. Guess they both got screwd,ham,29,7,2
3464,Please CALL 08712402972 immediately as there is an urgent message waiting for you,spam,81,13,1
3466,What r u cooking me for dinner?,ham,31,8,1
3468,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,ham,129,31,3
3469,Then i buy.,ham,11,4,1
3470,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,spam,127,24,4
3471,Heehee that was so funny tho,ham,28,6,1
3472,It only does simple arithmetic not percentages.,ham,47,8,1
3473,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",ham,59,16,1
3475,Thanks honey. Have a great day.,ham,31,8,2
3476,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",ham,143,33,2
3478,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,ham,65,18,1
3479,"Jus chillaxin, what up",ham,22,5,1
3480,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",ham,84,19,1
3482,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,spam,157,29,2
3483,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",ham,120,28,3
3484,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham,131,39,4
3485,Only once then after ill obey all yours.,ham,40,9,1
3486,No she didnt. I will search online and let you know.,ham,52,13,2
3487,Where do you need to go to get it?,ham,34,10,1
3488,No pic. Please re-send.,ham,23,6,2
3490,Uhhhhrmm isnt having tb test bad when youre sick,ham,48,9,1
